?cls	?def	?xrefs
<http://purl.obolibrary.org/obo/FBbt_00047470>	"Motor neuron that innervates ventral longitudinal muscle 1 (VL1; muscle 12), in one of larval abdominal segments A1 to A7, via type Ib boutons (Hoang and Chiba, 2001). Its cell body is located contralateral to the muscle it innervates, the next anterior neuromere, and it fasciculates with the ISNb nerve branch (Hoang and Chiba, 2001; Kohsaka et al., 2012). During metamorphosis, VL1 muscles in abdominal segments 1 and 2 develop into temporary eclosion muscles, with some remodeling of the corresponding VL1 motor neurons, which become adult persistent 12-Ib motor neurons (Banerjee et al., 2016). The VL1 neurons found in (at least) abdominal neuromeres 2-4 die during metamorphosis (Banerjee et al., 2016)."	"VFB:FBbt_00047470"
<http://purl.obolibrary.org/obo/FBbt_00000603>	"Any muscle cell (FBbt:00005074) that is part of some A1-7 ventral longitudinal muscle 2 (FBbt:00058431)."	
<http://purl.obolibrary.org/obo/FBbt_00048695>	"Any larval T01d neuron (FBbt:00048688) that has its soma located in some cell body rind of larval metathoracic neuromere (FBbt:00051989)."	"VFB:FBbt_00048695"
<http://purl.obolibrary.org/obo/FBbt_20008368>	"Adult descending neuron of the DNxn109 group (Takemura et al., 2024; Marin et al., 2024). It enters the VNC via the cervical connective (Takemura et al., 2024; Marin et al., 2024). Within the VNC it fasciculates with the intermediate tract of dorsal cervical fasciculus - commissure of fine fibers (Takemura et al., 2024; Marin et al., 2024). It receives input in the brain and sends output to the upper tectulum (Takemura et al., 2024; Marin et al., 2024). Its predicted neurotransmitter is acetylcholine (Eckstein et al., 2024). There are approximately 19 of these cells per organism (Takemura et al., 2024; Marin et al., 2024)."	"VFB:FBbt_20008368"
<http://purl.obolibrary.org/obo/FBbt_00001536>		
<http://purl.obolibrary.org/obo/FBbt_20000194>	"Adult brain-intrinsic neuron of the AVLP085 group, with its soma in the brain, lateral to the lateral horn (Schlegel et al., 2024; Dorkenwald et al., 2024). It is a putative embryonic-born neuron (Schlegel et al., 2024; Dorkenwald et al., 2024). It has postsynapses in the ipsilateral anterior ventrolateral protocerebrum (Schlegel et al., 2024; Dorkenwald et al., 2024). It has presynapses in the ipsilateral anterior ventrolateral protocerebrum (Schlegel et al., 2024; Dorkenwald et al., 2024). Its predicted neurotransmitter is gaba (Eckstein et al., 2024). There are approximately 2 of these cells per organism (Schlegel et al., 2024; Dorkenwald et al., 2024)."	"VFB:FBbt_20000194"
<http://purl.obolibrary.org/obo/FBbt_00005492>		
<http://purl.obolibrary.org/obo/FBbt_00051366>	"Vertical tract formed by neurons projecting dorsally into the neuropil of the ventral nerve cord or gnathal ganglion at a similar position to the posterior commissure on the anterior-posterior axis (Hartenstein et al., 2018). This is formed by lineages 3, 5, 6, and 12 in the neuromeres in which they are present (Hartenstein et al., 2018)."	"VFB:FBbt_00051366"
<http://purl.obolibrary.org/obo/FBbt_20007872>	"Adult ascending neuron of the AN08B018 group with bilateral VNC arbors (Takemura et al., 2024; Marin et al., 2024). It belongs to the 08B hemilineage (Takemura et al., 2024; Marin et al., 2024). It exits the VNC via the cervical connective (Takemura et al., 2024; Marin et al., 2024). Within the VNC it fasciculates with the dorsal lateral tract of ventral cervical fasciculus (Takemura et al., 2024; Marin et al., 2024). Its predicted neurotransmitter is acetylcholine (Eckstein et al., 2024). There are approximately 14 of these cells per organism and their somas are found in the abdominal neuromere, mesothoracic neuromere, metathoracic neuromere and prothoracic neuromere (Takemura et al., 2024; Marin et al., 2024)."	"VFB:FBbt_20007872"
<http://purl.obolibrary.org/obo/FBbt_00000890>	"Any muscle cell (FBbt:00005074) that is part of some abdominal 6 lateral longitudinal muscle 1 (FBbt:00058695)."	
<http://purl.obolibrary.org/obo/FBbt_00001999>	"Sensory neuron of the larval peripheral nervous system that innervates a dorsal external sense (des) organ. These neurons are found in the thoracic and abdominal segments, they are relatively ventral within the des cluster, anterior to desB (Dambly-Chaudiere and Ghysen, 1986)."	"VFB:FBbt_00001999"
<http://purl.obolibrary.org/obo/FBbt_00000362>	"Dorsally directed secondary tracheal branch from the lateral trunk in the anterior of a segment."	
<http://purl.obolibrary.org/obo/FBbt_00049368>	"Adult lateral horn output neuron of the PD2a1 group that fasciculates with the PD2 primary neurite tract (Frechter et al., 2019; Dolan et al., 2019). It is a secondary neuron that is part of the DPLl2 (VLPd&p1) dorsal hemilineage (Bates et al., 2020). There are approximately 5 of these neurons and they are cholinergic (Dolan et al., 2018; Schlegel et al., 2021). A large portion of its input is from antennal lobe projection neurons and it responds to olfactory stimuli (Dolan et al., 2018). Some of these cells receive input from mushroom body vertical lobe arborizing neuron 2 alpha (MBON-alpha2sc) and they may be involved in memory (Dolan et al., 2018)."	"VFB:FBbt_00049368"
<http://purl.obolibrary.org/obo/FBbt_00001393>	"A neuroblast delaminating in the third wave of neuroblast delamination from the ventral neurectoderm. This wave begins during embryonic stage 10 and end during stage 11, and the neuroblasts generally delaminate into the medial and lateral edge of the neuroblast array (Doe, 1992)."	"VFB:FBbt_00001393"
<http://purl.obolibrary.org/obo/FBbt_00000517>	"Any muscle cell (FBbt:00005074) that is part of some larval prothoracic ventral intersegmental muscle 3 (FBbt:00058348)."	
<http://purl.obolibrary.org/obo/FBbt_20009351>	"Adult intrinsic neuron of the IN07B087 group with bilateral arbors in multiple VNC neuromeres (Takemura et al., 2024; Marin et al., 2024). It is a secondary neuron of the 07B hemilineage (Takemura et al., 2024; Marin et al., 2024). It receives input in the haltere neuropil (Takemura et al., 2024; Marin et al., 2024). Its predicted neurotransmitter is acetylcholine (Eckstein et al., 2024). There are approximately 12 of these cells per organism and their somas are found in the abdominal neuromere (Takemura et al., 2024; Marin et al., 2024)."	"VFB:FBbt_20009351"
<http://purl.obolibrary.org/obo/FBbt_00000512>	"Any muscle cell (FBbt:00005074) that is part of some prothoracic lateral acute muscle 1 (FBbt:00058343)."	
<http://purl.obolibrary.org/obo/FBbt_20003057>	"Adult neuron belonging to group 195 of the terra incognita neurons with substantial synapsing in the superior medial protocerebrum (Scheffer et al., 2020)."	"VFB:FBbt_20003057"
<http://purl.obolibrary.org/obo/FBbt_00048821>	"Larval V motor neuron with its soma in the abdominal 4 neuromere. It crosses the segment boundary and innervates musculature in the abdominal 5 segment. It forms type III synapses to a muscle cell of abdominal 5 ventral longitudinal muscle 1."	"VFB:FBbt_00048821"
<http://purl.obolibrary.org/obo/FBbt_00003930>		
<http://purl.obolibrary.org/obo/FBbt_20003538>	"Adult brain-intrinsic neuron of the VES072 group, with its soma in the brain, posterior to the superior posterior slope (Schlegel et al., 2024; Dorkenwald et al., 2024). It is a putative embryonic-born neuron (Schlegel et al., 2024; Dorkenwald et al., 2024). It has postsynapses in the ipsilateral vest, the ipsilateral lateral accessory lobe, the ipsilateral flange and the contralateral inferior posterior slope (Schlegel et al., 2024; Dorkenwald et al., 2024). It has presynapses in the contralateral inferior posterior slope, the gnathal ganglia, the contralateral vest and the contralateral lateral accessory lobe (Schlegel et al., 2024; Dorkenwald et al., 2024). Its predicted neurotransmitter is acetylcholine (Eckstein et al., 2024). There are approximately 2 of these cells per organism (Schlegel et al., 2024; Dorkenwald et al., 2024)."	"VFB:FBbt_20003538"
<http://purl.obolibrary.org/obo/FBbt_00058822>	"Muscle of the adult neck, located laterally."	
<http://purl.obolibrary.org/obo/FBbt_00052088>	"Bristle of the epiproct. There are on average 18 of these per female, of which two are large (McQueen et al., 2022)."	"VFB:FBbt_00052088"
<http://purl.obolibrary.org/obo/FBbt_20006624>	"Adult brain-intrinsic neuron of the CB3136 group, with its soma in the brain, posterior to the inferior bridge (Schlegel et al., 2024; Dorkenwald et al., 2024). It belongs to the DM4 dorsal hemilineage (Schlegel et al., 2024; Dorkenwald et al., 2024). It has postsynapses in the ipsilateral superior medial protocerebrum and the ipsilateral posterior lateral protocerebrum (Schlegel et al., 2024; Dorkenwald et al., 2024). It has presynapses in the ipsilateral superior medial protocerebrum and the ipsilateral posterior lateral protocerebrum (Schlegel et al., 2024; Dorkenwald et al., 2024). Its predicted neurotransmitter is acetylcholine (Eckstein et al., 2024). There are approximately 4 of these cells per organism (Schlegel et al., 2024; Dorkenwald et al., 2024)."	"VFB:FBbt_20006624"
<http://purl.obolibrary.org/obo/FBbt_00005493>		
<http://purl.obolibrary.org/obo/FBbt_20001129>	"Adult neuron belonging to group 060 of the terra incognita neurons with substantial synapsing in the crepine (Scheffer et al., 2020). It has postsynaptic sites in the lateral accessory lobe, mushroom body, superior medial protocerebrum, mushroom body gamma-lobe, lateral complex, inferior neuropils, superior neuropils and crepine (Scheffer et al., 2020). It has presynaptic sites in the lateral accessory lobe, mushroom body, superior medial protocerebrum, mushroom body gamma-lobe, lateral complex, inferior neuropils, superior neuropils and crepine (Scheffer et al., 2020)."	"VFB:FBbt_20001129"
<http://purl.obolibrary.org/obo/FBbt_00051046>	"Adult nerve that carries the axons of neurosecretory neurons of the pars intercerebralis (PI) to the corpus cardiacum (Hartenstein, 2006)."	"VFB:FBbt_00051046"
<http://purl.obolibrary.org/obo/FBbt_20008853>	"Adult intrinsic neuron of the IN03A077 group with ipsilateral arbors in a single VNC neuromere (Takemura et al., 2024; Marin et al., 2024). It is a secondary neuron of the 03A hemilineage (Takemura et al., 2024; Marin et al., 2024). It receives input in the T3 leg neuropil and sends output to the T3 leg neuropil (Takemura et al., 2024; Marin et al., 2024). Its predicted neurotransmitter is acetylcholine (Eckstein et al., 2024). There are approximately 8 of these cells per organism and their somas are found in the metathoracic neuromere (Takemura et al., 2024; Marin et al., 2024)."	"VFB:FBbt_20008853"
<http://purl.obolibrary.org/obo/FBbt_00001537>		
<http://purl.obolibrary.org/obo/FBbt_00051299>	"Adult neuron that relays olfactory (smell) information from one or more sensory neuropil regions to one or more higher brain centers."	"VFB:FBbt_00051299"
<http://purl.obolibrary.org/obo/FBbt_00058076>	"Mechanosensory neuron with a dendrite in a campaniform sensillum of the fifth tarsal segment of the metathoracic leg."	"VFB:FBbt_00058076"
<http://purl.obolibrary.org/obo/FBbt_00058588>	"Any dorsal acute muscle 1 (FBbt:00059130) that is part of some abdominal segment 4 (FBbt:00000025)."	
<http://purl.obolibrary.org/obo/FBbt_20008300>	"Adult descending neuron of the DNxl078 group (Takemura et al., 2024; Marin et al., 2024). It enters the VNC via the cervical connective (Takemura et al., 2024; Marin et al., 2024). Within the VNC it fasciculates with the ventral lateral tract of ventral cervical fasciculus (Takemura et al., 2024; Marin et al., 2024). It receives input in the brain and sends output to the leg neuropil (Takemura et al., 2024; Marin et al., 2024). Its predicted neurotransmitter is acetylcholine (Eckstein et al., 2024). There are approximately 2 of these cells per organism (Takemura et al., 2024; Marin et al., 2024)."	"VFB:FBbt_20008300"
<http://purl.obolibrary.org/obo/FBbt_20009356>	"Adult intrinsic neuron of the IN07B096 group (Takemura et al., 2024; Marin et al., 2024). It is a secondary neuron of the 07B hemilineage (Takemura et al., 2024; Marin et al., 2024). It sends output to the tectulum (Takemura et al., 2024; Marin et al., 2024). Its predicted neurotransmitter is acetylcholine (Eckstein et al., 2024). There are approximately 18 of these cells per organism and their somas are found in the abdominal neuromere (Takemura et al., 2024; Marin et al., 2024)."	"VFB:FBbt_20009356"
<http://purl.obolibrary.org/obo/FBbt_00048097>	"Antennal lobe projection neuron whose dendrites innervate the antennal lobe glomeruli DA2, VA2 and VA3 only (Stocker et al., 1990)."	"FlyBrain_NDB:10358 VFB:FBbt_00048097"
<http://purl.obolibrary.org/obo/FBbt_20005840>	"Adult brain-intrinsic neuron of the CB2276 group, with its soma in the brain, lateral to the gall (Schlegel et al., 2024; Dorkenwald et al., 2024). It belongs to the LALa1 anterior hemilineage (Schlegel et al., 2024; Dorkenwald et al., 2024). It has postsynapses in the ipsilateral inferior clamp, the ipsilateral wedge, the ipsilateral inferior posterior slope, the ipsilateral lateral accessory lobe and the ipsilateral gorget (Schlegel et al., 2024; Dorkenwald et al., 2024). It has presynapses in the ipsilateral inferior clamp, the ipsilateral gorget, the contralateral inferior clamp and the ipsilateral anterior ventrolateral protocerebrum (Schlegel et al., 2024; Dorkenwald et al., 2024). Its predicted neurotransmitter is gaba (Eckstein et al., 2024). There are approximately 3 of these cells per organism (Schlegel et al., 2024; Dorkenwald et al., 2024)."	"VFB:FBbt_20005840"
<http://purl.obolibrary.org/obo/FBbt_00111071>	"Non-directional local neuron that is restricted to layer 6 of the medulla. Its soma is in the dorsal region of the lateral cell body rind. This neuron arborizes in the ventral region of the M6 layer, covering around 157 columns."	"VFB:FBbt_00111071"
<http://purl.obolibrary.org/obo/FBbt_20006647>	"Adult brain-intrinsic neuron of the CB3162 group, with its soma in the brain, lateral to the anterior ventrolateral protocerebrum (Schlegel et al., 2024; Dorkenwald et al., 2024). It belongs to the VLPl&d1 lateral hemilineage (Schlegel et al., 2024; Dorkenwald et al., 2024). It has postsynapses in the ipsilateral anterior ventrolateral protocerebrum and the contralateral anterior ventrolateral protocerebrum (Schlegel et al., 2024; Dorkenwald et al., 2024). It has presynapses in the ipsilateral anterior ventrolateral protocerebrum and the contralateral anterior ventrolateral protocerebrum (Schlegel et al., 2024; Dorkenwald et al., 2024). Its predicted neurotransmitter is acetylcholine (Eckstein et al., 2024). There are approximately 4 of these cells per organism (Schlegel et al., 2024; Dorkenwald et al., 2024)."	"VFB:FBbt_20006647"
<http://purl.obolibrary.org/obo/FBbt_20006171>	"Adult brain-intrinsic neuron of the CB2638 group, with its soma in the brain, dorsal to the antler (Schlegel et al., 2024; Dorkenwald et al., 2024). It belongs to the CLp1 or SLPpm2 hemilineage (Schlegel et al., 2024; Dorkenwald et al., 2024). It has postsynapses in the ipsilateral superior medial protocerebrum, the ipsilateral superior lateral protocerebrum and the ipsilateral superior clamp (Schlegel et al., 2024; Dorkenwald et al., 2024). It has presynapses in the ipsilateral superior medial protocerebrum (Schlegel et al., 2024; Dorkenwald et al., 2024). Its predicted neurotransmitter is acetylcholine (Eckstein et al., 2024). There are approximately 6 of these cells per organism (Schlegel et al., 2024; Dorkenwald et al., 2024)."	"VFB:FBbt_20006171"
<http://purl.obolibrary.org/obo/FBbt_00051213>	"Larval neuron that receives input from mushroom body output neurons e1 and d3 (Eschbach et al., 2021). Its activity inhibits larval turning behavior (Eschbach et al., 2021)."	"VFB:FBbt_00051213"
<http://purl.obolibrary.org/obo/FBbt_00051522>	"Adult lateral horn output neuron of the PV5l1 group that fasciculates with the PV5 primary neurite tract (Schlegel et al., 2021). It is a secondary neuron that is part of the CP2 (DL1) dorsal hemilineage (Schlegel et al., 2021). There are one or two of these neurons per hemisphere and they are cholinergic (Schlegel et al., 2021)."	"VFB:FBbt_00051522"
<http://purl.obolibrary.org/obo/FBbt_20011253>	"Adult proprioceptive sensory neuron of the SNpp35 group (Takemura et al., 2024; Marin et al., 2024). It enters the VNC via the dorsal metathoracic nerve (Takemura et al., 2024; Marin et al., 2024). It receives input in the haltere (Takemura et al., 2024; Marin et al., 2024). Its predicted neurotransmitter is acetylcholine (Eckstein et al., 2024). There are approximately 6 of these cells per organism (Takemura et al., 2024; Marin et al., 2024)."	"VFB:FBbt_20011253"
<http://purl.obolibrary.org/obo/FBbt_00100233>	"A neuron, which is part of a cluster of approximately 5 neurons per brain hemisphere, whose cell body is located on the inferior neuropils, anterior to the vertical lobe of the adult brain. The cell body fiber travels medially and arborizes in the inferior neuropils above the middle part of the medial lobe. The main fibers then intermingle with the MB-M4 neurons and enter the medial lobe through the same pathway as MB-M4."	"FlyBrain_NDB:10458 VFB:FBbt_00100233"
<http://purl.obolibrary.org/obo/FBbt_20008176>	"Adult ascending neuron of the ANXXX318 group with bilateral VNC arbors (Takemura et al., 2024; Marin et al., 2024). It is a secondary neuron (Takemura et al., 2024; Marin et al., 2024). Within the VNC it fasciculates with the median tract of dorsal cervical fasciculus I (Takemura et al., 2024; Marin et al., 2024). It receives input in multiple regions and sends output to multiple regions (Takemura et al., 2024; Marin et al., 2024). Its predicted neurotransmitter is acetylcholine (Eckstein et al., 2024). There are approximately 2 of these cells per organism and their somas are found in the abdominal neuromere (Takemura et al., 2024; Marin et al., 2024)."	"VFB:FBbt_20008176"
<http://purl.obolibrary.org/obo/FBbt_00049858>	"Adult neuron that ascends from the subesophageal zone (Otto et al., 2020)."	"VFB:FBbt_00049858"
<http://purl.obolibrary.org/obo/FBbt_20002531>	"Adult brain-intrinsic neuron of the SLP137 group, with its soma in the brain, anterior to the lateral horn (Schlegel et al., 2024; Dorkenwald et al., 2024). It belongs to the SLPal5 hemilineage (Schlegel et al., 2024; Dorkenwald et al., 2024). It has postsynapses in the ipsilateral superior lateral protocerebrum, the ipsilateral posterior lateral protocerebrum and the ipsilateral superior clamp (Schlegel et al., 2024; Dorkenwald et al., 2024). It has presynapses in the ipsilateral superior lateral protocerebrum and the ipsilateral superior clamp (Schlegel et al., 2024; Dorkenwald et al., 2024). Its predicted neurotransmitter is glutamate (Eckstein et al., 2024). There are approximately 4 of these cells per organism (Schlegel et al., 2024; Dorkenwald et al., 2024)."	"VFB:FBbt_20002531"
<http://purl.obolibrary.org/obo/FBbt_20011169>	"Adult motor neuron of the MNad49 group (Takemura et al., 2024; Marin et al., 2024). It is a primary neuron (Takemura et al., 2024; Marin et al., 2024). It exits the VNC via the abdominal nerve trunk (Takemura et al., 2024; Marin et al., 2024). It receives input in the abdominal neuromere and sends output to the abdomen (Takemura et al., 2024; Marin et al., 2024). Its predicted neurotransmitter is glutamate (Eckstein et al., 2024). There are approximately 2 of these cells per organism and their somas are found in the abdominal neuromere (Takemura et al., 2024; Marin et al., 2024)."	"VFB:FBbt_20011169"
<http://purl.obolibrary.org/obo/FBbt_00100253>	"A subtype of the mushroom body alpha'/beta' neurons that has dendrites in the main calyx and projects an axon to the middle layer of each of the alpha' and beta' lobes (Tanaka et al., 2008; Aso et al., 2014). In the beta' lobe slice 2, their axons are located in the area between the bifurcating axons of the alpha'/beta' anterior-posterior Kenyon cells (Aso et al., 2014). In the alpha' lobe, their axons are medial to those of the alpha'/beta' anterior-posterior Kenyon cells (Aso et al., 2014). There are around 120 of these neurons in each hemisphere (Li et al., 2020)."	"FlyBrain_NDB:10476 VFB:FBbt_00100253"
<http://purl.obolibrary.org/obo/FBbt_20001743>	"Adult brain-intrinsic neuron of the PLP243 group, with its soma in the brain, posterior to the superior posterior slope (Schlegel et al., 2024; Dorkenwald et al., 2024). It is a putative embryonic-born neuron (Schlegel et al., 2024; Dorkenwald et al., 2024). It has postsynapses in the ipsilateral posterior ventrolateral protocerebrum, the ipsilateral posterior lateral protocerebrum, the ipsilateral anterior ventrolateral protocerebrum, the ipsilateral inferior clamp and the ipsilateral superior posterior slope (Schlegel et al., 2024; Dorkenwald et al., 2024). It has presynapses in the ipsilateral superior posterior slope and the ipsilateral vest (Schlegel et al., 2024; Dorkenwald et al., 2024). Its predicted neurotransmitter is acetylcholine (Eckstein et al., 2024). There is approximately one of these cells per organism (Schlegel et al., 2024; Dorkenwald et al., 2024)."	"VFB:FBbt_20001743"
<http://purl.obolibrary.org/obo/FBbt_20007342>	"Adult descending neuron of the DNge030 group, with its soma in the brain, ventral to the inferior posterior slope (Schlegel et al., 2024; Dorkenwald et al., 2024). It belongs to the LB12 hemilineage (Schlegel et al., 2024; Dorkenwald et al., 2024). It has postsynapses in the ipsilateral inferior posterior slope, the ipsilateral posterior lateral protocerebrum, the ipsilateral superior posterior slope, the saddle and the gnathal ganglia (Schlegel et al., 2024; Dorkenwald et al., 2024). It has presynapses in the gnathal ganglia, the ipsilateral inferior posterior slope and the ipsilateral superior posterior slope (Schlegel et al., 2024; Dorkenwald et al., 2024). Its predicted neurotransmitter is acetylcholine (Eckstein et al., 2024). There are approximately 2 of these cells per organism (Schlegel et al., 2024; Dorkenwald et al., 2024)."	"VFB:FBbt_20007342"
<http://purl.obolibrary.org/obo/FBbt_00003380>	"Muscle cell that is part of a wing basalar muscle b1."	
<http://purl.obolibrary.org/obo/FBbt_00003608>	"Paired ventrolateral serotonergic neuron of abdominal segment A6."	"VFB:FBbt_00003608"
<http://purl.obolibrary.org/obo/FBbt_00051556>	"Adult lateral horn output neuron of the AD1b3 group that fasciculates with the AD1 primary neurite tract (Schlegel et al., 2021). It is a secondary neuron that is part of the LHl2 (DPLal2) medial hemilineage (Schlegel et al., 2021). There are approximately three of these neurons per hemisphere and they are cholinergic (Schlegel et al., 2021)."	"VFB:FBbt_00051556"
<http://purl.obolibrary.org/obo/FBbt_00058170>	"Any epithelial cell (FBbt:00000124) that is part of some eye-antennal disc epithelium proper (FBbt:00058158)."	
<http://purl.obolibrary.org/obo/FBbt_00047319>	"Serotonergic neuron of the adult with a cell body located in the subesophageal zone."	"VFB:FBbt_00047319"
<http://purl.obolibrary.org/obo/FBbt_20002897>	"Adult brain-intrinsic neuron of the SMP035 group, with its soma in the brain, lateral to the anterior optic tubercle (Schlegel et al., 2024; Dorkenwald et al., 2024). It belongs to the SLPal5 hemilineage (Schlegel et al., 2024; Dorkenwald et al., 2024). It has postsynapses in the ipsilateral superior lateral protocerebrum and the ipsilateral superior medial protocerebrum (Schlegel et al., 2024; Dorkenwald et al., 2024). It has presynapses in the ipsilateral superior medial protocerebrum and the ipsilateral superior lateral protocerebrum (Schlegel et al., 2024; Dorkenwald et al., 2024). Its predicted neurotransmitter is glutamate (Eckstein et al., 2024). There are approximately 2 of these cells per organism (Schlegel et al., 2024; Dorkenwald et al., 2024)."	"VFB:FBbt_20002897"
<http://purl.obolibrary.org/obo/FBbt_00001535>		
<http://purl.obolibrary.org/obo/FBbt_00052719>	"Any chordotonal organ of the adult."	"VFB:FBbt_00052719"
<http://purl.obolibrary.org/obo/FBbt_20005428>	"Adult brain-intrinsic neuron of the CB1825 group, with its soma in the brain, ventral to the inferior posterior slope (Schlegel et al., 2024; Dorkenwald et al., 2024). It belongs to the LB19 hemilineage (Schlegel et al., 2024; Dorkenwald et al., 2024). It has postsynapses in the ipsilateral superior posterior slope, the ipsilateral inferior posterior slope, the gnathal ganglia and the contralateral superior posterior slope (Schlegel et al., 2024; Dorkenwald et al., 2024). It has presynapses in the contralateral superior posterior slope, the gnathal ganglia, the contralateral posterior ventrolateral protocerebrum, the contralateral inferior posterior slope, the contralateral posterior lateral protocerebrum and the contralateral anterior ventrolateral protocerebrum (Schlegel et al., 2024; Dorkenwald et al., 2024). Its predicted neurotransmitter is acetylcholine (Eckstein et al., 2024). There are approximately 3 of these cells per organism (Schlegel et al., 2024; Dorkenwald et al., 2024)."	"VFB:FBbt_20005428"
<http://purl.obolibrary.org/obo/FBbt_20011486>	"Adult medulla visual projection neuron of the MeVP4 group (Nern et al., 2025). It receives input in the ipsilateral medulla layer M8 (Nern et al., 2025). It sends output to the ipsilateral medulla layer M8 (Nern et al., 2025). Its predicted neurotransmitter is acetylcholine (Eckstein et al., 2024; Nern et al., 2025). There are approximately 22 of these cells per hemisphere (Nern et al., 2025)."	"VFB:FBbt_20011486"
<http://purl.obolibrary.org/obo/FBbt_20002100>	"Adult neuron belonging to group 042 of the terra incognita neurons with substantial synapsing in the posterior ventrolateral protocerebrum (Scheffer et al., 2020). It has postsynaptic sites in the posterior ventrolateral protocerebrum, posterior lateral protocerebrum and ventrolateral neuropils (Scheffer et al., 2020). It has presynaptic sites in the posterior ventrolateral protocerebrum and ventrolateral neuropils (Scheffer et al., 2020)."	"VFB:FBbt_20002100"
<http://purl.obolibrary.org/obo/FBbt_00007344>	"Stem cell that is a progenitor of somatic cells."	
<http://purl.obolibrary.org/obo/FBbt_00111373>	"Adult protocerebral bridge 1 glomerulus-ellipsoid body tile-nodulus 1 neuron with dendritic arbors in protocerebral bridge glomerulus 7 and axon terminals in the ellipsoid body dorsolateral tile in the same hemisphere (Lin et al., 2013; Wolff et al., 2015)."	"VFB:FBbt_00111373"
<http://purl.obolibrary.org/obo/FBbt_20010340>	"Adult intrinsic neuron of the IN19A012 group with ipsilateral arbors in multiple VNC neuromeres (Takemura et al., 2024; Marin et al., 2024). It is a secondary neuron of the 19A hemilineage (Takemura et al., 2024; Marin et al., 2024). It receives input in the leg neuropil and sends output to the leg neuropil (Takemura et al., 2024; Marin et al., 2024). Its predicted neurotransmitter is acetylcholine (Eckstein et al., 2024). There are approximately 4 of these cells per organism and their somas are found in the mesothoracic neuromere and prothoracic neuromere (Takemura et al., 2024; Marin et al., 2024)."	"VFB:FBbt_20010340"
<http://purl.obolibrary.org/obo/FBbt_00050261>	"."	
<http://purl.obolibrary.org/obo/FBbt_20009768>	"Adult intrinsic neuron of the IN12B068 group with bilateral arbors in a single VNC neuromere (Takemura et al., 2024; Marin et al., 2024). It is a secondary neuron of the 12B hemilineage (Takemura et al., 2024; Marin et al., 2024). It receives input in the T3 leg neuropil and sends output to the T3 leg neuropil (Takemura et al., 2024; Marin et al., 2024). Its predicted neurotransmitter is gaba (Eckstein et al., 2024). There are approximately 10 of these cells per organism and their somas are found in the metathoracic neuromere (Takemura et al., 2024; Marin et al., 2024)."	"VFB:FBbt_20009768"
<http://purl.obolibrary.org/obo/FBbt_20006325>	"Adult brain-intrinsic neuron of the CB2805 group, with its soma in the brain, lateral to the anterior ventrolateral protocerebrum (Schlegel et al., 2024; Dorkenwald et al., 2024). It belongs to the LHa2 hemilineage (Schlegel et al., 2024; Dorkenwald et al., 2024). It has postsynapses in the ipsilateral lateral horn and the ipsilateral superior lateral protocerebrum (Schlegel et al., 2024; Dorkenwald et al., 2024). It has presynapses in the ipsilateral superior lateral protocerebrum (Schlegel et al., 2024; Dorkenwald et al., 2024). Its predicted neurotransmitter is acetylcholine (Eckstein et al., 2024). There are approximately 5 of these cells per organism (Schlegel et al., 2024; Dorkenwald et al., 2024)."	"VFB:FBbt_20006325"
<http://purl.obolibrary.org/obo/FBbt_20005298>	"Adult brain-intrinsic neuron of the CB1681 group, with its soma in the brain, anterior to the accessory medulla (Schlegel et al., 2024; Dorkenwald et al., 2024). It belongs to the VLPl&p2 lateral hemilineage (Schlegel et al., 2024; Dorkenwald et al., 2024). It has postsynapses in the ipsilateral anterior ventrolateral protocerebrum (Schlegel et al., 2024; Dorkenwald et al., 2024). It has presynapses in the ipsilateral anterior ventrolateral protocerebrum (Schlegel et al., 2024; Dorkenwald et al., 2024). Its predicted neurotransmitter is acetylcholine (Eckstein et al., 2024). There are approximately 2 of these cells per organism (Schlegel et al., 2024; Dorkenwald et al., 2024)."	"VFB:FBbt_20005298"
<http://purl.obolibrary.org/obo/FBbt_00111638>	"Longitudinal fascicle of the larval ventral nerve cord found in a central position on the dorsal-ventral axis and an intermediate position on the medial-lateral axis (Landgraf et al., 2003). This fascicle is loosely organized, and contains three distinct tracts, the C1, C2 and C3 fascicles (Landgraf et al., 2003; Zlatic et al., 2003)."	"VFB:FBbt_00111638"
<http://purl.obolibrary.org/obo/FBbt_20008557>	"Adult intrinsic neuron of the IN01A015 group with contralateral arbors in a single VNC neuromere (Takemura et al., 2024; Marin et al., 2024). It is a secondary neuron of the 01A hemilineage (Takemura et al., 2024; Marin et al., 2024). It receives input in the leg neuropil and sends output to the leg neuropil (Takemura et al., 2024; Marin et al., 2024). Its predicted neurotransmitter is acetylcholine (Eckstein et al., 2024). There are approximately 6 of these cells per organism and their somas are found in the mesothoracic neuromere, metathoracic neuromere and prothoracic neuromere (Takemura et al., 2024; Marin et al., 2024)."	"VFB:FBbt_20008557"
