np_type	FBbt_id	FBbt_name	pub	comment	specificity	notes	notes_2
AVLP219	FBbt:20000328	adult anterior ventrolateral protocerebrum neuron 219					
AVLP220	FBbt:20000329	adult anterior ventrolateral protocerebrum neuron 220					
AVLP221	FBbt:20000330	adult anterior ventrolateral protocerebrum neuron 221					
AVLP222	FBbt:20000331	adult anterior ventrolateral protocerebrum neuron 222					
AVLP223	FBbt:20000332	adult anterior ventrolateral protocerebrum neuron 223					
AVLP224_a	FBbt:20000333	adult anterior ventrolateral protocerebrum neuron 224					
AVLP224_b	FBbt:20000333	adult anterior ventrolateral protocerebrum neuron 224					
AVLP225_a	FBbt:20000334	adult anterior ventrolateral protocerebrum neuron 225					
AVLP225_b	FBbt:20000334	adult anterior ventrolateral protocerebrum neuron 225					
AVLP226	FBbt:20000335	adult anterior ventrolateral protocerebrum neuron 226					
AVLP227	FBbt:20000336	adult anterior ventrolateral protocerebrum neuron 227					
AVLP228	FBbt:20000337	adult anterior ventrolateral protocerebrum neuron 228					
AVLP229	FBbt:20000338	adult anterior ventrolateral protocerebrum neuron 229					
AVLP230	FBbt:20000339	adult anterior ventrolateral protocerebrum neuron 230					
AVLP231	FBbt:20000340	adult anterior ventrolateral protocerebrum neuron 231					
AVLP232	FBbt:20000341	adult anterior ventrolateral protocerebrum neuron 232					
AVLP233	FBbt:20000342	adult anterior ventrolateral protocerebrum neuron 233					
AVLP234	FBbt:20000343	adult anterior ventrolateral protocerebrum neuron 234					
AVLP235	FBbt:20000344	adult anterior ventrolateral protocerebrum neuron 235					
AVLP236	FBbt:20000345	adult anterior ventrolateral protocerebrum neuron 236					
AVLP237_a	FBbt:20000346	adult anterior ventrolateral protocerebrum neuron 237					
AVLP237_b	FBbt:20000346	adult anterior ventrolateral protocerebrum neuron 237					
AVLP237_c	FBbt:20000346	adult anterior ventrolateral protocerebrum neuron 237					
AVLP238	FBbt:20000347	adult anterior ventrolateral protocerebrum neuron 238					
AVLP239	FBbt:20000348	adult anterior ventrolateral protocerebrum neuron 239					
AVLP240	FBbt:20000349	adult anterior ventrolateral protocerebrum neuron 240					
AVLP241	FBbt:20000350	adult anterior ventrolateral protocerebrum neuron 241					
AVLP242	FBbt:20000351	adult anterior ventrolateral protocerebrum neuron 242					
AVLP243	FBbt:20000352	adult anterior ventrolateral protocerebrum neuron 243					
AVLP244	FBbt:20000353	adult anterior ventrolateral protocerebrum neuron 244					
AVLP245	FBbt:20000354	adult anterior ventrolateral protocerebrum neuron 245					
AVLP246	FBbt:20000355	adult anterior ventrolateral protocerebrum neuron 246					
AVLP247	FBbt:20000356	adult anterior ventrolateral protocerebrum neuron 247					
AVLP248	FBbt:20000357	adult anterior ventrolateral protocerebrum neuron 248					
AVLP249	FBbt:20000358	adult anterior ventrolateral protocerebrum neuron 249					
AVLP250	FBbt:20000359	adult anterior ventrolateral protocerebrum neuron 250					
AVLP251	FBbt:20000360	adult anterior ventrolateral protocerebrum neuron 251					
AVLP252	FBbt:20000361	adult anterior ventrolateral protocerebrum neuron 252					
AVLP253	FBbt:20000362	adult anterior ventrolateral protocerebrum neuron 253					
AVLP254	FBbt:20000363	adult anterior ventrolateral protocerebrum neuron 254					
AVLP255	FBbt:20000364	adult anterior ventrolateral protocerebrum neuron 255					
AVLP256	FBbt:20000365	adult anterior ventrolateral protocerebrum neuron 256					
AVLP257	FBbt:20000366	adult anterior ventrolateral protocerebrum neuron 257					
AVLP258	FBbt:20000367	adult anterior ventrolateral protocerebrum neuron 258					
AVLP259	FBbt:20000368	adult anterior ventrolateral protocerebrum neuron 259					
AVLP260	FBbt:20000369	adult anterior ventrolateral protocerebrum neuron 260					
AVLP261	FBbt:20000370	adult anterior ventrolateral protocerebrum neuron 261					
AVLP262	FBbt:20000371	adult anterior ventrolateral protocerebrum neuron 262					
AVLP263	FBbt:20000372	adult anterior ventrolateral protocerebrum neuron 263					
AVLP264	FBbt:20000373	adult anterior ventrolateral protocerebrum neuron 264					
AVLP265	FBbt:20000374	adult anterior ventrolateral protocerebrum neuron 265					
AVLP266	FBbt:20000375	adult anterior ventrolateral protocerebrum neuron 266					
AVLP267	FBbt:20000376	adult anterior ventrolateral protocerebrum neuron 267					
AVLP268	FBbt:20000377	adult anterior ventrolateral protocerebrum neuron 268					
AVLP269	FBbt:20000378	adult anterior ventrolateral protocerebrum neuron 269					
AVLP270	FBbt:20000379	adult anterior ventrolateral protocerebrum neuron 270					
AVLP271	FBbt:20000380	adult anterior ventrolateral protocerebrum neuron 271					
AVLP272	FBbt:20000381	adult anterior ventrolateral protocerebrum neuron 272					
AVLP273	FBbt:20000382	adult anterior ventrolateral protocerebrum neuron 273					
AVLP274	FBbt:20000383	adult anterior ventrolateral protocerebrum neuron 274					
AVLP275	FBbt:20000384	adult anterior ventrolateral protocerebrum neuron 275					
AVLP276	FBbt:20000385	adult anterior ventrolateral protocerebrum neuron 276					
AVLP277	FBbt:20000386	adult anterior ventrolateral protocerebrum neuron 277					
AVLP278	FBbt:20000387	adult anterior ventrolateral protocerebrum neuron 278					
AVLP279	FBbt:20000388	adult anterior ventrolateral protocerebrum neuron 279					
AVLP280	FBbt:20000389	adult anterior ventrolateral protocerebrum neuron 280					
AVLP281	FBbt:20000390	adult anterior ventrolateral protocerebrum neuron 281					
AVLP282	FBbt:20000391	adult anterior ventrolateral protocerebrum neuron 282					
AVLP283	FBbt:20000392	adult anterior ventrolateral protocerebrum neuron 283					
AVLP284	FBbt:20000393	adult anterior ventrolateral protocerebrum neuron 284					
AVLP285	FBbt:20000394	adult anterior ventrolateral protocerebrum neuron 285					
AVLP286	FBbt:20000395	adult anterior ventrolateral protocerebrum neuron 286					
AVLP287	FBbt:20000396	adult anterior ventrolateral protocerebrum neuron 287					
AVLP288	FBbt:20000397	adult anterior ventrolateral protocerebrum neuron 288					
AVLP289	FBbt:20000398	adult anterior ventrolateral protocerebrum neuron 289					
AVLP290	FBbt:20000399	adult anterior ventrolateral protocerebrum neuron 290					
AVLP291	FBbt:20000400	adult anterior ventrolateral protocerebrum neuron 291					
AVLP292	FBbt:20000401	adult anterior ventrolateral protocerebrum neuron 292					
AVLP293	FBbt:20000402	adult anterior ventrolateral protocerebrum neuron 293					
AVLP294	FBbt:20000403	adult anterior ventrolateral protocerebrum neuron 294					
AVLP295	FBbt:20000404	adult anterior ventrolateral protocerebrum neuron 295					
AVLP296	FBbt:20000405	adult anterior ventrolateral protocerebrum neuron 296					
AVLP297	FBbt:20000406	adult anterior ventrolateral protocerebrum neuron 297					
AVLP298	FBbt:20000407	adult anterior ventrolateral protocerebrum neuron 298					
AVLP299_a	FBbt:20000408	adult anterior ventrolateral protocerebrum neuron 299					
AVLP299_b	FBbt:20000408	adult anterior ventrolateral protocerebrum neuron 299					
AVLP299_c	FBbt:20000408	adult anterior ventrolateral protocerebrum neuron 299					
AVLP300_a	FBbt:20000409	adult anterior ventrolateral protocerebrum neuron 300					
AVLP300_b	FBbt:20000409	adult anterior ventrolateral protocerebrum neuron 300					
AVLP301	FBbt:20000410	adult anterior ventrolateral protocerebrum neuron 301					
AVLP302	FBbt:20000411	adult anterior ventrolateral protocerebrum neuron 302					
AVLP303	FBbt:20000412	adult anterior ventrolateral protocerebrum neuron 303					
AVLP304	FBbt:20000413	adult anterior ventrolateral protocerebrum neuron 304					
AVLP305	FBbt:20000414	adult anterior ventrolateral protocerebrum neuron 305					
AVLP306	FBbt:20000415	adult anterior ventrolateral protocerebrum neuron 306					
AVLP307	FBbt:20000416	adult anterior ventrolateral protocerebrum neuron 307					
AVLP308	FBbt:20000417	adult anterior ventrolateral protocerebrum neuron 308					
AVLP309	FBbt:20000418	adult anterior ventrolateral protocerebrum neuron 309					
AVLP310	FBbt:20000419	adult anterior ventrolateral protocerebrum neuron 310					
AVLP311_a	FBbt:20000420	adult anterior ventrolateral protocerebrum neuron 311					
AVLP311_b	FBbt:20000420	adult anterior ventrolateral protocerebrum neuron 311					
AVLP312	FBbt:20000421	adult anterior ventrolateral protocerebrum neuron 312					
AVLP313	FBbt:20000422	adult anterior ventrolateral protocerebrum neuron 313					
AVLP314	FBbt:20000423	adult anterior ventrolateral protocerebrum neuron 314					
AVLP315	FBbt:20000424	adult anterior ventrolateral protocerebrum neuron 315					
AVLP316	FBbt:20000425	adult anterior ventrolateral protocerebrum neuron 316					
AVLP317	FBbt:20000426	adult anterior ventrolateral protocerebrum neuron 317					
AVLP318	FBbt:20000427	adult anterior ventrolateral protocerebrum neuron 318					
AVLP319	FBbt:20000428	adult anterior ventrolateral protocerebrum neuron 319					
AVLP320	FBbt:20000429	adult anterior ventrolateral protocerebrum neuron 320					
AVLP321	FBbt:20000430	adult anterior ventrolateral protocerebrum neuron 321					
AVLP322	FBbt:20000431	adult anterior ventrolateral protocerebrum neuron 322					
AVLP323	FBbt:20000432	adult anterior ventrolateral protocerebrum neuron 323					
AVLP324	FBbt:20000433	adult anterior ventrolateral protocerebrum neuron 324					
AVLP325_a	FBbt:20000434	adult anterior ventrolateral protocerebrum neuron 325					
AVLP325_b	FBbt:20000434	adult anterior ventrolateral protocerebrum neuron 325					
AVLP326	FBbt:20000435	adult anterior ventrolateral protocerebrum neuron 326					
AVLP327	FBbt:20000436	adult anterior ventrolateral protocerebrum neuron 327					
AVLP328	FBbt:20000437	adult anterior ventrolateral protocerebrum neuron 328					
AVLP329	FBbt:20000438	adult anterior ventrolateral protocerebrum neuron 329					
AVLP330	FBbt:20000439	adult anterior ventrolateral protocerebrum neuron 330					
AVLP331	FBbt:20000440	adult anterior ventrolateral protocerebrum neuron 331					
AVLP332	FBbt:20000441	adult anterior ventrolateral protocerebrum neuron 332					
AVLP333	FBbt:20000442	adult anterior ventrolateral protocerebrum neuron 333					
AVLP334	FBbt:20000443	adult anterior ventrolateral protocerebrum neuron 334					
AVLP335	FBbt:20000444	adult anterior ventrolateral protocerebrum neuron 335					
AVLP336	FBbt:20000445	adult anterior ventrolateral protocerebrum neuron 336					
AVLP337	FBbt:20000446	adult anterior ventrolateral protocerebrum neuron 337					
AVLP338	FBbt:20000447	adult anterior ventrolateral protocerebrum neuron 338					
AVLP339	FBbt:20000448	adult anterior ventrolateral protocerebrum neuron 339					
AVLP340	FBbt:20000449	adult anterior ventrolateral protocerebrum neuron 340					
AVLP341	FBbt:20000450	adult anterior ventrolateral protocerebrum neuron 341					
AVLP342	FBbt:20000451	adult anterior ventrolateral protocerebrum neuron 342					
AVLP343	FBbt:20000452	adult anterior ventrolateral protocerebrum neuron 343					
AVLP344	FBbt:20000453	adult anterior ventrolateral protocerebrum neuron 344					
AVLP345	FBbt:20000454	adult anterior ventrolateral protocerebrum neuron 345					
AVLP346	FBbt:20000455	adult anterior ventrolateral protocerebrum neuron 346					
AVLP347	FBbt:20000456	adult anterior ventrolateral protocerebrum neuron 347					
AVLP348	FBbt:20000457	adult anterior ventrolateral protocerebrum neuron 348					
AVLP349	FBbt:20000458	adult anterior ventrolateral protocerebrum neuron 349					
AVLP350	FBbt:20000459	adult anterior ventrolateral protocerebrum neuron 350					
AVLP351	FBbt:20000460	adult anterior ventrolateral protocerebrum neuron 351					
AVLP352	FBbt:20000461	adult anterior ventrolateral protocerebrum neuron 352					
AVLP353	FBbt:20000462	adult anterior ventrolateral protocerebrum neuron 353					
AVLP354	FBbt:20000463	adult anterior ventrolateral protocerebrum neuron 354					
AVLP355	FBbt:20000464	adult anterior ventrolateral protocerebrum neuron 355					
AVLP356	FBbt:20000465	adult anterior ventrolateral protocerebrum neuron 356					
AVLP357	FBbt:20000466	adult anterior ventrolateral protocerebrum neuron 357					
AVLP358	FBbt:20000467	adult anterior ventrolateral protocerebrum neuron 358					
AVLP359	FBbt:20000468	adult anterior ventrolateral protocerebrum neuron 359					
AVLP360	FBbt:20000469	adult anterior ventrolateral protocerebrum neuron 360					
AVLP361	FBbt:20000470	adult anterior ventrolateral protocerebrum neuron 361					
AVLP362	FBbt:20000471	adult anterior ventrolateral protocerebrum neuron 362					
AVLP363	FBbt:20000472	adult anterior ventrolateral protocerebrum neuron 363					
AVLP364	FBbt:20000473	adult anterior ventrolateral protocerebrum neuron 364					
AVLP365	FBbt:20000474	adult anterior ventrolateral protocerebrum neuron 365					
AVLP366	FBbt:20000475	adult anterior ventrolateral protocerebrum neuron 366					
AVLP367	FBbt:20000476	adult anterior ventrolateral protocerebrum neuron 367					
AVLP368	FBbt:20000477	adult anterior ventrolateral protocerebrum neuron 368					
AVLP369	FBbt:20000478	adult anterior ventrolateral protocerebrum neuron 369					
AVLP370	FBbt:20000479	adult anterior ventrolateral protocerebrum neuron 370					
AVLP371	FBbt:20000480	adult anterior ventrolateral protocerebrum neuron 371					
AVLP372	FBbt:20000481	adult anterior ventrolateral protocerebrum neuron 372					
AVLP373	FBbt:20000482	adult anterior ventrolateral protocerebrum neuron 373					
AVLP374	FBbt:20000483	adult anterior ventrolateral protocerebrum neuron 374					
AVLP375	FBbt:20000484	adult anterior ventrolateral protocerebrum neuron 375					
AVLP376	FBbt:20000485	adult anterior ventrolateral protocerebrum neuron 376					
AVLP377	FBbt:20000486	adult anterior ventrolateral protocerebrum neuron 377					
AVLP378	FBbt:20000487	adult anterior ventrolateral protocerebrum neuron 378					
AVLP379	FBbt:20000488	adult anterior ventrolateral protocerebrum neuron 379					
AVLP380	FBbt:20000489	adult anterior ventrolateral protocerebrum neuron 380					
AVLP381	FBbt:20000490	adult anterior ventrolateral protocerebrum neuron 381					
AVLP382	FBbt:20000491	adult anterior ventrolateral protocerebrum neuron 382					
AVLP383	FBbt:20000492	adult anterior ventrolateral protocerebrum neuron 383					
AVLP384	FBbt:20000493	adult anterior ventrolateral protocerebrum neuron 384					
AVLP385	FBbt:20000494	adult anterior ventrolateral protocerebrum neuron 385					
AVLP386	FBbt:20000495	adult anterior ventrolateral protocerebrum neuron 386					
AVLP387	FBbt:20000496	adult anterior ventrolateral protocerebrum neuron 387					
AVLP388	FBbt:20000497	adult anterior ventrolateral protocerebrum neuron 388					
AVLP389	FBbt:20000498	adult anterior ventrolateral protocerebrum neuron 389					
AVLP390	FBbt:20000499	adult anterior ventrolateral protocerebrum neuron 390					
AVLP391	FBbt:20000500	adult anterior ventrolateral protocerebrum neuron 391					
AVLP392	FBbt:20000501	adult anterior ventrolateral protocerebrum neuron 392					
AVLP393	FBbt:20000502	adult anterior ventrolateral protocerebrum neuron 393					
AVLP394	FBbt:20000503	adult anterior ventrolateral protocerebrum neuron 394					
AVLP395	FBbt:20000504	adult anterior ventrolateral protocerebrum neuron 395					
AVLP396	FBbt:20000505	adult anterior ventrolateral protocerebrum neuron 396					
AVLP397	FBbt:20000506	adult anterior ventrolateral protocerebrum neuron 397					
AVLP398	FBbt:20000507	adult anterior ventrolateral protocerebrum neuron 398					
AVLP399	FBbt:20000508	adult anterior ventrolateral protocerebrum neuron 399					
AVLP400	FBbt:20000509	adult anterior ventrolateral protocerebrum neuron 400					
AVLP401	FBbt:20000510	adult anterior ventrolateral protocerebrum neuron 401					
AVLP402	FBbt:20000511	adult anterior ventrolateral protocerebrum neuron 402					
AVLP403	FBbt:20000512	adult anterior ventrolateral protocerebrum neuron 403					
AVLP404	FBbt:20000513	adult anterior ventrolateral protocerebrum neuron 404					
AVLP405	FBbt:20000514	adult anterior ventrolateral protocerebrum neuron 405					
AVLP406	FBbt:20000515	adult anterior ventrolateral protocerebrum neuron 406					
AVLP407	FBbt:20000516	adult anterior ventrolateral protocerebrum neuron 407					
AVLP408	FBbt:20000517	adult anterior ventrolateral protocerebrum neuron 408					
AVLP409	FBbt:20000518	adult anterior ventrolateral protocerebrum neuron 409					
AVLP410	FBbt:20000519	adult anterior ventrolateral protocerebrum neuron 410					
AVLP411	FBbt:20000520	adult anterior ventrolateral protocerebrum neuron 411					
AVLP412	FBbt:20000521	adult anterior ventrolateral protocerebrum neuron 412					
AVLP413	FBbt:20000522	adult anterior ventrolateral protocerebrum neuron 413					
AVLP414	FBbt:20000523	adult anterior ventrolateral protocerebrum neuron 414					
AVLP415	FBbt:20000524	adult anterior ventrolateral protocerebrum neuron 415					
AVLP416	FBbt:20000525	adult anterior ventrolateral protocerebrum neuron 416					
